Species,Individual,Position,Shape,Depth,Association,Habitat,Mode,SL.px,Amp,Wobble,G,GJ,Dpost,Dant,alphaPost,alphaAnt,d,CBL,ASquishAnt,ASquishPost,ABoneL,ABoneR,PercSquish,PercSquishBL
P.laeta,3,70,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.062129704,0.413989712,1163167.273,0.00048296,0.009619381,0.009634287,65.606898,93.93253774,0.001517457,0.011828307,2.14E-05,3.55E-05,2.05E-05,2.75E-05,0.843394206,0.843394206
P.laeta,3,80,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.082305932,0.464675307,1368108.454,0.000465897,0.00915137,0.009234914,60.59878959,104.0338141,0.001493977,0.01106323,1.60E-05,3.50E-05,1.64E-05,2.66E-05,0.843652787,0.843652787
P.laeta,3,90,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.106424349,0.515360902,1573049.636,0.000448833,0.007055564,0.007742137,57.6758681,89.00872338,0.001511277,0.01001089,1.41E-05,2.26E-05,1.19E-05,1.84E-05,0.825557617,0.825557617
P.ornata,1,20,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.02287905,,,,0.009211915,0.009494574,63.57463676,87.20177798,0.002323066,0.012291889,2.37E-05,3.42E-05,2.15E-05,2.22E-05,0.754150918,0.754150918
P.ornata,1,30,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.024313113,,,,0.009665183,0.009779187,69.48086577,96.84516575,0.002017711,0.011205936,2.12E-05,3.37E-05,2.26E-05,2.09E-05,0.79360193,0.79360193
P.ornata,1,40,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.027364563,,,,0.009820249,0.009857469,66.37383901,96.29400097,0.002295022,0.011820049,2.17E-05,3.67E-05,2.20E-05,2.28E-05,0.767127421,0.767127421
P.ornata,1,50,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.036541754,,,,0.009589614,0.009604555,65.1199799,88.00076436,0.002461883,0.01243925,2.34E-05,3.59E-05,2.11E-05,2.30E-05,0.743625159,0.743625159
P.ornata,1,60,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.045576938,,,,0.009885536,0.009918828,65.74398072,96.36907989,0.002221259,0.012071517,2.20E-05,3.77E-05,2.32E-05,2.31E-05,0.77632254,0.77632254
P.ornata,1,70,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.063582949,,,,0.009053342,0.009086709,69.02747213,79.93990794,0.003182365,0.01197358,2.46E-05,2.97E-05,1.98E-05,1.55E-05,0.649881767,0.649881767
P.ornata,1,80,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.078457237,,,,0.007019515,0.007034122,61.88753089,72.12860215,0.001887701,0.010651561,1.70E-05,2.05E-05,1.51E-05,1.23E-05,0.731834257,0.731834257
P.ornata,1,90,Laterally compressed,50,Demersal,Nearshore,Anguiliform,4222.2,0.093757721,,,,0.008903835,0.008935274,82.11349474,118.5757539,0.00158685,0.006781301,8.39E-06,2.20E-05,2.02E-05,4.39E-06,0.80772142,0.80772142
P.ornata,2,20,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.02287905,,,,0.008716354,0.028680796,59.3995194,133.7492167,0.002028489,0.012470399,5.56E-05,3.33E-05,2.02E-05,5.19E-05,0.810892253,0.810892253
P.ornata,2,30,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.024313113,,,,0.009599265,0.027624661,64.99297552,117.0303449,0.002635029,0.01238647,6.76E-05,3.61E-05,1.85E-05,7.74E-05,0.924748639,0.924748639
P.ornata,2,40,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.027364563,,,,0.009713826,0.027044656,66.0212491,104.057362,0.003022619,0.012679156,8.10E-05,3.63E-05,1.99E-05,9.16E-05,0.950335638,0.950335638
P.ornata,2,50,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.036541754,,,,0.010249838,0.027301636,61.654636,97.33964887,0.003272291,0.013157007,7.92E-05,4.39E-05,1.81E-05,0.000116783,1.096348852,1.096348852
P.ornata,2,60,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.045576938,,,,0.001670833,0.002871521,12.29890699,9.665049134,0.010223449,0.009842541,2.28E-05,3.60E-06,7.31E-06,3.52E-05,1.610223016,1.610223015
P.ornata,2,70,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.063582949,,,,0.008712487,0.025378199,56.95407922,97.72083074,0.002958202,0.01248198,7.09E-05,3.49E-05,1.62E-05,9.66E-05,1.066168407,1.066168407
P.ornata,2,80,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.078457237,,,,0.001480078,0.002431665,14.04137681,9.428860915,0.008994371,0.008717594,1.67E-05,2.91E-06,4.25E-06,2.70E-05,1.591421682,1.591421682
P.ornata,2,90,Laterally compressed,50,Demersal,Nearshore,Anguiliform,2928,0.093757721,,,,0.005736897,0.021042891,47.54189358,110.3058855,0.001943135,0.010260116,4.26E-05,1.87E-05,1.09E-05,4.84E-05,0.968226635,0.968226635
P.ornata,3,20,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.02287905,,,,0.011211458,0.022649998,119.9117511,79.64978723,0.010999233,0.016277092,6.65E-05,4.97E-06,1.83E-05,4.22E-05,0.847020899,0.847020899
P.ornata,3,30,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.024313113,,,,0.011510512,0.023167562,119.1755707,72.68479735,0.010643262,0.016914893,7.30E-05,5.84E-06,1.86E-05,5.68E-05,0.956646487,0.956646487
P.ornata,3,40,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.027364563,,,,0.01073224,0.021944189,113.8676711,75.30911505,0.010618651,0.015789678,6.91E-05,6.95E-06,2.43E-05,4.34E-05,0.890230227,0.890230227
P.ornata,3,50,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.036541754,,,,0.011937982,0.022976159,122.7544228,76.40298639,0.011618069,0.016615008,6.71E-05,5.51E-06,2.40E-05,5.30E-05,1.060689797,1.060689797
P.ornata,3,60,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.045576938,,,,0.010196938,0.022857244,111.7020443,99.21080256,0.010547802,0.015633385,6.46E-05,6.17E-06,1.96E-05,2.26E-05,0.596841442,0.596841442
P.ornata,3,70,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.063582949,,,,0.00968021,0.021323703,128.448494,103.6601405,0.010688799,0.014566099,5.46E-05,4.44E-06,1.57E-05,1.32E-05,0.490663671,0.490663671
P.ornata,3,80,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.078457237,,,,0.010031094,0.021130109,112.7575484,100.2409841,0.010567183,0.014532349,5.16E-05,5.49E-06,1.88E-05,1.84E-05,0.652332877,0.652332877
P.ornata,3,90,Laterally compressed,50,Demersal,Nearshore,Anguiliform,3373,0.093757721,,,,0.008333431,0.01893279,111.8429198,112.8250831,0.008293042,0.012758803,3.80E-05,3.82E-06,1.17E-05,1.01E-06,0.302741835,0.302741835
R.jordani,1,20,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.008922912,0.534812069,-181263.1976,0.000733028,0.01219858,0.012199453,78.32214352,69.24681966,0.001871099,0.016262931,5.35E-05,4.56E-05,4.28E-05,4.12E-05,0.848350918,0.848350918
R.jordani,1,30,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.007766924,0.507121883,-81995.37699,0.000701124,0.012300983,0.012311152,64.50352185,61.34101258,0.002154653,0.02000823,6.37E-05,5.95E-05,5.53E-05,4.64E-05,0.825363971,0.825363971
R.jordani,1,40,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.008448038,0.479431697,17272.44363,0.000669219,0.013054591,0.013061596,71.57332623,61.68285711,0.001591088,0.019947129,7.12E-05,5.91E-05,5.32E-05,6.12E-05,0.87843802,0.87843802
R.jordani,1,50,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.010453962,0.451741511,116540.2642,0.000637315,0.013513806,0.013515188,70.43156199,71.19824786,0.001012233,0.018977056,6.37E-05,6.46E-05,5.48E-05,6.39E-05,0.925248353,0.925248353
R.jordani,1,60,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.01503903,0.424051325,215808.0849,0.000605411,0.013341739,0.013360944,72.50045494,67.28095322,0.000639581,0.019110893,6.70E-05,6.06E-05,5.82E-05,6.34E-05,0.952102415,0.952102415
R.jordani,1,70,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.024494244,0.396361139,315075.9055,0.000573507,0.010453473,0.010453473,68.22018769,53.23003918,0.001507224,0.018107491,5.45E-05,4.02E-05,3.55E-05,4.55E-05,0.855935918,0.855935918
R.jordani,1,80,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.036741253,0.368670953,414343.7261,0.000541602,0.010461934,0.010465146,66.40853589,57.80994844,0.001232974,0.01739998,4.95E-05,4.15E-05,3.35E-05,4.69E-05,0.882529062,0.882529062
R.jordani,1,90,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3815,0.052580471,0.340980766,513611.5467,0.000509698,0.009522682,0.009524836,61.93198483,58.99073808,0.00115873,0.016305941,3.99E-05,3.77E-05,2.91E-05,3.91E-05,0.878547992,0.878547992
R.jordani,2,20,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.008922912,0.534812069,-181263.1976,0.000733028,0.011965644,0.011998955,59.91941977,65.39055248,0.001694924,0.019689873,5.57E-05,6.21E-05,4.74E-05,5.37E-05,0.858421294,0.858421294
R.jordani,2,30,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.007766924,0.507121883,-81995.37699,0.000701124,0.013695149,0.014071988,61.05026576,75.9924413,0.001005205,0.020452457,6.11E-05,7.81E-05,6.76E-05,6.16E-05,0.928484746,0.928484746
R.jordani,2,40,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.008448038,0.479431697,17272.44363,0.000669219,0.014069346,0.014138194,63.04538288,75.28492738,0.001088211,0.020579686,6.48E-05,8.04E-05,6.36E-05,7.06E-05,0.924345919,0.924345919
R.jordani,2,50,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.010453962,0.451741511,116540.2642,0.000637315,0.014268627,0.014336008,64.49277815,73.86699463,0.001416124,0.020781445,6.83E-05,8.02E-05,6.10E-05,7.29E-05,0.901163918,0.901163918
R.jordani,2,60,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.01503903,0.424051325,215808.0849,0.000605411,0.015159603,0.015191811,70.96212272,72.22991972,0.00111779,0.020809877,7.78E-05,8.04E-05,6.76E-05,7.91E-05,0.926899949,0.926899949
R.jordani,2,70,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.024494244,0.396361139,315075.9055,0.000573507,0.013169477,0.013385517,61.75499038,75.0929094,0.001648472,0.019531666,5.83E-05,7.08E-05,4.84E-05,6.47E-05,0.876871813,0.876871813
R.jordani,2,80,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.036741253,0.368670953,414343.7261,0.000541602,0.012661741,0.012700524,66.49199244,68.43573895,0.001058952,0.018735303,5.80E-05,6.11E-05,4.63E-05,6.32E-05,0.919287986,0.919287986
R.jordani,2,90,Fusiform,275,Demersal,Rocky Subtidal,Pectoral,3664,0.052580471,0.340980766,513611.5467,0.000509698,0.010067873,0.010083824,66.49964588,56.78838073,0.000980658,0.01688393,4.64E-05,3.86E-05,4.33E-05,3.34E-05,0.902397571,0.902397571
X.atropurpureus,1,20,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.011094008,0.011863842,70.54318582,81.4801605,0.003710072,0.014375551,3.92E-05,4.35E-05,2.15E-05,3.55E-05,0.690323327,0.690323327
X.atropurpureus,1,30,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.01052493,0.01068658,67.2539648,79.54742747,0.00264345,0.014126517,3.37E-05,4.14E-05,2.49E-05,3.20E-05,0.757121553,0.757121553
X.atropurpureus,1,40,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.009150261,0.009151863,76.62801374,66.26493416,0.004146906,0.012773051,3.19E-05,2.65E-05,1.39E-05,1.81E-05,0.546799456,0.546799456
X.atropurpureus,1,50,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.009281936,0.009291672,65.18077435,74.58581596,0.003777274,0.013266098,2.83E-05,3.33E-05,1.61E-05,2.09E-05,0.600272473,0.600272473
X.atropurpureus,1,60,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.009408624,0.009416371,71.05582005,72.89670244,0.003915605,0.012921569,2.99E-05,3.10E-05,1.66E-05,1.89E-05,0.583814095,0.583814095
X.atropurpureus,1,70,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.008703986,0.008740718,73.42807538,74.57273603,0.00339033,0.01152604,2.51E-05,2.52E-05,1.45E-05,1.64E-05,0.613165933,0.613165933
X.atropurpureus,1,80,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.008418814,0.008418814,72.5515269,71.18245238,0.003474018,0.011511196,2.45E-05,2.40E-05,9.52E-06,1.90E-05,0.588726728,0.588726728
X.atropurpureus,1,90,Eel like,12,Demersal,Rocky Interdital,Anguiliform,3480.3,,,,,0.006614732,0.006615065,71.74314335,63.44286477,0.001344712,0.009898302,1.77E-05,1.51E-05,1.40E-05,1.21E-05,0.796735034,0.796735034
X.atropurpureus,2,20,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.01181966,0.01182992,59.31691447,85.66423448,0.001106481,0.016699528,3.75E-05,6.13E-05,3.98E-05,4.98E-05,0.906944425,0.906944425
X.atropurpureus,2,30,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.012192546,0.012218385,59.23641822,82.86670369,0.001587963,0.017629849,4.21E-05,6.52E-05,4.50E-05,4.83E-05,0.86987284,0.86987284
X.atropurpureus,2,40,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.012169769,0.012200172,60.05925744,86.39712819,0.001402197,0.016990405,3.96E-05,6.40E-05,4.68E-05,4.49E-05,0.885288577,0.885288577
X.atropurpureus,2,50,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.012111642,0.012112173,65.34205059,87.36139532,0.001488455,0.015784725,3.84E-05,5.72E-05,4.01E-05,4.37E-05,0.877111044,0.877111044
X.atropurpureus,2,60,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.011483849,0.011483889,59.30647471,89.16133526,0.001564257,0.015893205,3.34E-05,5.78E-05,3.65E-05,4.23E-05,0.864636328,0.864636328
X.atropurpureus,2,70,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.011460093,0.011464165,61.03141133,89.61339846,0.001957601,0.015425926,3.27E-05,5.56E-05,3.18E-05,4.15E-05,0.829351895,0.829351895
X.atropurpureus,2,80,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.009576048,0.009578007,56.59884796,80.48007593,0.00200609,0.014540107,2.70E-05,4.26E-05,2.88E-05,2.63E-05,0.792339049,0.792339049
X.atropurpureus,2,90,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4320,,,,,0.008357344,0.008398755,55.35856358,78.73575476,0.001432287,0.013035052,2.14E-05,3.33E-05,2.46E-05,2.07E-05,0.829483638,0.829483638
X.atropurpureus,4,20,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.009112459,0.00925053,51.9498805,77.36957725,0.001402204,0.015057765,2.66E-05,4.20E-05,2.93E-05,2.90E-05,0.84981043,0.84981043
X.atropurpureus,4,30,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.009868072,0.009891707,56.38604373,90.28023816,0.001348818,0.014113968,2.43E-05,4.54E-05,2.83E-05,3.19E-05,0.864268255,0.864268255
X.atropurpureus,4,40,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.009300074,0.009301342,56.2146983,82.46843228,0.00161805,0.013978081,2.46E-05,4.03E-05,2.52E-05,2.85E-05,0.826342706,0.826342706
X.atropurpureus,4,50,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.009231421,0.00924083,68.05681624,76.97636393,0.000695587,0.012623328,2.66E-05,3.15E-05,2.46E-05,2.92E-05,0.924546561,0.924546561
X.atropurpureus,4,60,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.009224781,0.009224929,59.84637215,87.11477218,0.001523311,0.012827249,2.23E-05,3.69E-05,2.08E-05,2.86E-05,0.834870227,0.834870227
X.atropurpureus,4,70,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.008590152,0.008593913,58.84621162,90.98219126,0.001166791,0.011732821,1.80E-05,3.24E-05,1.77E-05,2.58E-05,0.864215555,0.864215555
X.atropurpureus,4,80,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.007132536,0.00714854,52.6293451,86.91887813,0.001202357,0.010945501,1.33E-05,2.55E-05,1.62E-05,1.61E-05,0.833831727,0.833831727
X.atropurpureus,4,90,Eel like,12,Demersal,Rocky Interdital,Anguiliform,4011,,,,,0.006186547,0.006217354,53.62106487,85.55732187,0.000876002,0.009464105,1.04E-05,1.88E-05,1.21E-05,1.30E-05,0.859232501,0.859232501
X.mucosus,1,20,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.022781191,0.186539311,-210252.6093,0.000568574,0.009509835,0.009702633,75.54804093,58.31167713,0.001310942,0.014506185,4.15E-05,2.87E-05,2.45E-05,3.61E-05,0.863630161,0.863630161
X.mucosus,1,30,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.03068944,0.188797952,-10206.49735,0.000599816,0.008820797,0.008870734,70.68130133,60.30850686,0.002512305,0.013748675,3.37E-05,2.74E-05,2.19E-05,2.21E-05,0.719520984,0.719520984
X.mucosus,1,40,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.041154673,0.191056593,189839.6146,0.000631057,0.009158551,0.009184367,62.50381105,74.87520139,0.002904242,0.013512485,2.75E-05,3.45E-05,2.44E-05,1.81E-05,0.683737785,0.683737785
X.mucosus,1,50,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.051974657,0.193315234,389885.7265,0.000662298,0.009667848,0.009728371,74.70248972,73.33106878,0.003279162,0.012823152,3.18E-05,3.06E-05,2.17E-05,1.96E-05,0.662443327,0.662443327
X.mucosus,1,60,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.055969471,0.195573875,589931.8385,0.00069354,0.009590768,0.009660721,73.48781799,81.77790142,0.003235588,0.011891225,2.69E-05,3.05E-05,1.78E-05,2.04E-05,0.665114091,0.665114091
X.mucosus,1,70,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.068609514,0.197832516,789977.9504,0.000724781,0.009211663,0.009255919,70.31736469,79.15669563,0.002383127,0.012102513,2.59E-05,3.01E-05,2.10E-05,2.07E-05,0.744128376,0.744128376
X.mucosus,1,80,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.081441479,0.200091157,990024.0623,0.000756022,0.007845757,0.008023868,64.78561397,70.03124631,0.002682326,0.011723775,2.26E-05,2.41E-05,1.35E-05,1.76E-05,0.667378764,0.667378764
X.mucosus,1,90,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4489.9,0.101670868,0.202349797,1190070.174,0.000787264,0.0061074,0.006180195,59.17418516,79.19792049,0.000947027,0.009043943,1.15E-05,1.64E-05,1.03E-05,1.34E-05,0.848885391,0.848885391
X.mucosus,2,20,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.022781191,0.186539311,-210252.6093,0.000568574,0.010357733,0.010381563,65.03895742,77.4393355,0.001137079,0.014193623,3.24E-05,4.13E-05,4.22E-05,2.33E-05,0.890315076,0.890315076
X.mucosus,2,30,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.03068944,0.188797952,-10206.49735,0.000599816,0.008486108,0.00848621,64.86874563,66.13076398,0.001594519,0.013131402,2.76E-05,2.81E-05,2.33E-05,2.20E-05,0.814943451,0.814943451
X.mucosus,2,40,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.041154673,0.191056593,189839.6146,0.000631057,0.009825259,0.009907156,65.4385081,84.35712087,0.002006364,0.013091456,2.69E-05,3.75E-05,2.44E-05,2.70E-05,0.797245312,0.797245312
X.mucosus,2,50,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.051974657,0.193315234,389885.7265,0.000662298,0.01053628,0.010548409,74.96359254,92.84278947,0.002101124,0.011876323,2.63E-05,3.61E-05,2.58E-05,2.41E-05,0.800107118,0.800107118
X.mucosus,2,60,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.055969471,0.195573875,589931.8385,0.00069354,0.009377609,0.009445153,68.71341196,104.5543355,0.001516854,0.010467951,1.71E-05,3.14E-05,2.01E-05,2.06E-05,0.838216497,0.838216497
X.mucosus,2,70,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.068609514,0.197832516,789977.9504,0.000724781,0.008974511,0.009004838,65.36164998,103.0449573,0.00198534,0.010564959,1.59E-05,3.13E-05,1.91E-05,1.77E-05,0.778639511,0.778639511
X.mucosus,2,80,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.081441479,0.200091157,990024.0623,0.000756022,0.007610702,0.007686643,55.60584812,87.6881475,0.001230207,0.011124431,1.49E-05,2.75E-05,2.05E-05,1.51E-05,0.840970594,0.840970594
X.mucosus,2,90,Eel like,18,Demersal,Rocky Interdital,Anguiliform,4450,0.101670868,0.202349797,1190070.174,0.000787264,0.00702419,0.007101654,62.90029737,85.65133179,0.001748193,0.00953147,1.36E-05,2.02E-05,1.27E-05,1.28E-05,0.753552665,0.753552665
X.mucosus,6,20,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.022781191,0.186539311,-210252.6093,0.000568574,0.00882935,0.008829552,63.9123916,76.36486527,0.001131969,0.012631654,2.46E-05,3.12E-05,2.17E-05,2.70E-05,0.873927765,0.873927765
X.mucosus,6,30,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.03068944,0.188797952,-10206.49735,0.000599816,0.008140378,0.008143059,59.04433428,74.57377097,0.001181527,0.012522704,2.18E-05,2.92E-05,2.30E-05,2.05E-05,0.855468368,0.855468368
X.mucosus,6,40,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.041154673,0.191056593,189839.6146,0.000631057,0.008494752,0.008504184,61.58381846,84.29247799,0.001331928,0.011808781,2.00E-05,3.03E-05,2.27E-05,1.97E-05,0.843538935,0.843538935
X.mucosus,6,50,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.051974657,0.193315234,389885.7265,0.000662298,0.009148206,0.009155831,71.04946672,88.30232663,0.000946924,0.011075402,2.15E-05,2.92E-05,2.07E-05,2.48E-05,0.896740588,0.896740588
X.mucosus,6,60,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.055969471,0.195573875,589931.8385,0.00069354,0.008699523,0.008707733,68.36668065,84.19761778,0.001165816,0.011138246,2.07E-05,2.78E-05,1.76E-05,2.44E-05,0.866154314,0.866154314
X.mucosus,6,70,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.068609514,0.197832516,789977.9504,0.000724781,0.007988413,0.00801026,64.70010052,82.81744327,0.001038265,0.010833553,1.81E-05,2.52E-05,1.72E-05,2.05E-05,0.870620635,0.870620635
X.mucosus,6,80,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.081441479,0.200091157,990024.0623,0.000756022,0.007244424,0.007246616,59.71702671,85.49550509,0.000897676,0.010213926,1.42E-05,2.28E-05,1.46E-05,1.78E-05,0.876308148,0.876308148
X.mucosus,6,90,Eel like,18,Demersal,Rocky Interdital,Anguiliform,3920,0.101670868,0.202349797,1190070.174,0.000787264,0.005939282,0.005947217,55.96545397,78.67940332,0.000859766,0.009213304,1.08E-05,1.66E-05,1.22E-05,1.13E-05,0.857005579,0.857005579
